zip_code_prefix,latitude,longitude,location,state_abbr
1038,-23.542679676299095,-46.63819683884986,Sao Paulo,SP
1039,-23.54188300998332,-46.63991946670314,Sao Paulo,SP
1040,-23.540316757429707,-46.63735536871719,Sao Paulo,SP
1041,-23.5443921648681,-46.63949930627844,Sao Paulo,SP
1042,-23.54487359810152,-46.64030309449483,Sao Paulo,SP
1043,-23.546656718016017,-46.64078762115524,Sao Paulo,SP
1044,-23.54575105023373,-46.64132693574358,Sao Paulo,SP
1045,-23.542482773295564,-46.64293042576988,Sao Paulo,SP
1046,-23.54638197224308,-46.642893706619056,Sao Paulo,SP
1047,-23.546774768769357,-46.64251431141433,Sao Paulo,SP
1048,-23.547448918662464,-46.64016924063704,Sao Paulo,SP
1049,-23.547792310577627,-46.6405883119626,Sao Paulo,SP
1050,-23.549773516504185,-46.64559900666509,Sao Paulo,SP
1101,-23.533718588348005,-46.63327836278268,Sao Paulo,SP
1102,-23.531764819320195,-46.6321551397369,Sao Paulo,SP
1103,-23.535408394396647,-46.63205279156327,Sao Paulo,SP
1104,-23.535218462115523,-46.62461223313523,Sao Paulo,SP
1105,-23.534322653067107,-46.63016314793123,Sao Paulo,SP
1106,-23.53249635607949,-46.62640566388715,Sao Paulo,SP
1107,-23.522004902014046,-46.63397365860703,Sao Paulo,SP
1108,-23.52375957536492,-46.6324154521322,Sao Paulo,SP
1109,-23.525355372756565,-46.62754223036526,Sao Paulo,SP
1120,-23.53210825506378,-46.63839470107914,Sao Paulo,SP
1121,-23.529147045242063,-46.63577569080736,Sao Paulo,SP
1122,-23.531280767701485,-46.637260391482464,Sao Paulo,SP
1123,-23.529671716631043,-46.63543928504239,Sao Paulo,SP
1124,-23.527367392723217,-46.63188348903572,Sao Paulo,SP
1125,-23.53025382514857,-46.6385090177736,Sao Paulo,SP
1126,-23.52915073382772,-46.64042336234055,Sao Paulo,SP
1127,-23.52773504025041,-46.64480016028046,Sao Paulo,SP
1128,-23.52535070107914,-46.64006416916728,Sao Paulo,SP
1129,-23.5259237463212,-46.642131776011375,Sao Paulo,SP
1130,-23.52663823480868,-46.64380970358929,Sao Paulo,SP
1131,-23.522153615875126,-46.64512644962205,Sao Paulo,SP
1132,-23.520905455450425,-46.64840659893825,Sao Paulo,SP
1133,-23.522591105747573,-46.651049014715184,Sao Paulo,SP
1134,-23.51867680707737,-46.6531159131789,Sao Paulo,SP
1135,-23.52677153944895,-46.65216092610854,Sao Paulo,SP
1136,-23.524503527612687,-46.659004486121546,Sao Paulo,SP
1137,-23.523144766840574,-46.65166009603059,Sao Paulo,SP
1138,-23.52195649624909,-46.65414153136359,Sao Paulo,SP
1139,-23.522467263402323,-46.66066743228114,Sao Paulo,SP
1140,-23.52564861281671,-46.66180787607479,Sao Paulo,SP
1141,-23.522751156269763,-46.670746148219685,Sao Paulo,SP
1142,-23.51993430515264,-46.6251300217966,Sao Paulo,SP
1144,-23.523846601708204,-46.67362071135091,Sao Paulo,SP
1150,-23.53416257481785,-46.65547667412762,Sao Paulo,SP
1151,-23.530051666108854,-46.65775459686078,Sao Paulo,SP
1152,-23.531135207051744,-46.65456294907377,Sao Paulo,SP
1153,-23.52811869885744,-46.65645154579032,Sao Paulo,SP
1154,-23.53158118373822,-46.66174681473255,Sao Paulo,SP
1155,-23.52899269085843,-46.66291915185066,Sao Paulo,SP
1156,-23.531495310835297,-46.66274838217697,Sao Paulo,SP
1189,-23.53210825506378,-46.63839470107914,Sao Paulo,SP
1200,-23.531567773241413,-46.64986907784642,Sao Paulo,SP
1201,-23.535754344711183,-46.65300535720467,Sao Paulo,SP
1202,-23.53258141993188,-46.6491831962317,Sao Paulo,SP
1203,-23.537119379681474,-46.64438743865777,Sao Paulo,SP
1204,-23.53680115237462,-46.644416271856414,Sao Paulo,SP
1205,-23.53176047100233,-46.64592571455356,Sao Paulo,SP
1206,-23.536589999999933,-46.64272999999997,Sao Paulo,SP
1207,-23.539369243407013,-46.638486209821714,Sao Paulo,SP
1208,-23.540822507357586,-46.6397147149576,Sao Paulo,SP
1209,-23.541048513185963,-46.64184841687344,Sao Paulo,SP
1210,-23.54181492728946,-46.64390112337694,Sao Paulo,SP
1211,-23.53846668665242,-46.64741532001269,Sao Paulo,SP
1212,-23.537511255832708,-46.63705730743676,Sao Paulo,SP
1213,-23.536400280050746,-46.64003758881069,Sao Paulo,SP
1214,-23.53842511241268,-46.64503764418031,Sao Paulo,SP
1215,-23.537982300854097,-46.64927618235323,Sao Paulo,SP
1216,-23.53597285667968,-46.651407002063245,Sao Paulo,SP
1217,-23.533844773241405,-46.64940663613022,Sao Paulo,SP
1218,-23.5340505,-46.6411545,Sao Paulo,SP
1219,-23.541781452680464,-46.64751202553524,Sao Paulo,SP
1220,-23.54447196058631,-46.64449265557727,Sao Paulo,SP
1221,-23.54601532944774,-46.64900196003804,Sao Paulo,SP
1222,-23.547159576461446,-46.64989460560333,Sao Paulo,SP
1223,-23.54385346378897,-46.64723352844942,Sao Paulo,SP
1224,-23.542688503750917,-46.65491103136361,Sao Paulo,SP
1225,-23.540829192336567,-46.6480867425703,Sao Paulo,SP
1226,-23.53909541909516,-46.65420062323272,Sao Paulo,SP
1227,-23.54467160343472,-46.65713680171736,Sao Paulo,SP
1228,-23.54839279655493,-46.659018341392965,Sao Paulo,SP
1229,-23.54108734139297,-46.65733920275257,Sao Paulo,SP
1230,-23.538345600611688,-46.65772148320736,Sao Paulo,SP
1231,-23.5367081559813,-46.6596418411045,Sao Paulo,SP
1232,-23.537702693029058,-46.65287449624908,Sao Paulo,SP
1233,-23.540299470713855,-46.66278360519932,Sao Paulo,SP
1234,-23.54530496189244,-46.665850500000005,Sao Paulo,SP
1235,-23.53645971856428,-46.66424678602334,Sao Paulo,SP
1236,-23.54553018818163,-46.66904927240468,Sao Paulo,SP
1237,-23.544317693577312,-46.66982279920932,Sao Paulo,SP
1238,-23.54195269441404,-46.65931762155928,Sao Paulo,SP
1239,-23.548781693029053,-46.65745981155857,Sao Paulo,SP
1240,-23.54378694284137,-46.65861209437926,Sao Paulo,SP
1241,-23.54567660866176,-46.6569934730798,Sao Paulo,SP
1242,-23.547526626983625,-46.65580327269316,Sao Paulo,SP
1243,-23.54946977906979,-46.65509829793992,Sao Paulo,SP
1244,-23.55335729669916,-46.6629415567546,Sao Paulo,SP
1245,-23.54929680904841,-46.66359454884875,Sao Paulo,SP
1246,-23.55573377906979,-46.6664913126551,Sao Paulo,SP
1247,-23.551341734760975,-46.66937701435217,Sao Paulo,SP
1248,-23.547336999163274,-46.66800983458364,Sao Paulo,SP
1249,-23.54803163336027,-46.6699472961509,Sao Paulo,SP
1250,-23.548106335564583,-46.67255083804609,Sao Paulo,SP
1251,-23.550345,-46.67652450000001,Sao Paulo,SP
1252,-23.54192909853421,-46.68111560964272,Sao Paulo,SP
1253,-23.54320796973291,-46.680244701079125,Sao Paulo,SP
1254,-23.54196785483874,-46.68191419135562,Sao Paulo,SP
1255,-23.545782460730543,-46.68119826089217,Sao Paulo,SP
1256,-23.54856753595123,-46.683293049685474,Sao Paulo,SP
1257,-23.54507217346644,-46.68438057799065,Sao Paulo,SP
1258,-23.54499310130417,-46.685597180824026,Sao Paulo,SP
1259,-23.54335652677597,-46.683946373016354,Sao Paulo,SP
1262,-23.550856391462712,-46.67735184892536,Sao Paulo,SP
1290,-23.54096134139296,-46.657748702752585,Sao Paulo,SP
1301,-23.55260142215357,-46.658635365803015,Sao Paulo,SP
1302,-23.547650962519555,-46.64357747515727,Sao Paulo,SP
1303,-23.55001132944774,-46.64818240521669,Sao Paulo,SP
1304,-23.55217944962204,-46.652991998615015,Sao Paulo,SP
1305,-23.556083049685476,-46.658022684978974,Sao Paulo,SP
1306,-23.55433380183505,-46.64967363918865,Sao Paulo,SP
1307,-23.556811599774967,-46.65713483250617,Sao Bernardo Do Campo,SP
1308,-23.55641963281201,-46.65272290521668,Sao Paulo,SP
1309,-23.55752427560734,-46.65837101249348,Sao Paulo,SP
1310,-23.56041103413356,-46.65750060115995,Sao Paulo,SP
1311,-23.571018376363245,-46.64477790550516,Sao Paulo,SP
1312,-23.55683964607235,-46.65177558048839,Sao Paulo,SP
1313,-23.557915267557256,-46.65264992561604,Sao Paulo,SP
1314,-23.55075711434592,-46.64268271870849,Sao Paulo,SP
1315,-23.553461545934557,-46.64071173411618,Sao Paulo,SP
1316,-23.55400761348704,-46.64019049887457,Sao Paulo,SP
1317,-23.56281094772712,-46.64538049222014,Sao Paulo,SP
1318,-23.56503810268915,-46.64731633542034,Sao Paulo,SP
1319,-23.55156260866176,-46.64021297307979,Sao Paulo,SP
1320,-23.557337937272795,-46.63877749362335,Sao Paulo,SP
1321,-23.56007143297361,-46.641154432136894,Sao Paulo,SP
1322,-23.564189902302505,-46.64356963725542,Sao Paulo,SP
1323,-23.56360092810872,-46.64096891541434,Sao Paulo,SP
1324,-23.551359454065437,-46.64339075477531,Sao Paulo,SP
1325,-23.56040415015292,-46.64409070038665,Sao Paulo,SP
1326,-23.558908285042403,-46.64517207853889,Sao Paulo,SP
1327,-23.56521929669917,-46.6451517253736,Sao Paulo,SP
1328,-23.55710056341969,-46.64731278420568,Sao Paulo,SP
1329,-23.563145744936214,-46.64661879892085,Sao Paulo,SP
1330,-23.55684048542905,-46.64980217485141,Sao Paulo,SP
1331,-23.56387772023772,-46.64962145129549,Sao Paulo,SP
1332,-23.559874596168275,-46.65312715543304,Sao Paulo,SP
1333,-23.56466777130817,-46.65051933472786,Sao Paulo,SP
1401,-23.583534752350896,-46.669165470076585,Sao Paulo,SP
1402,-23.58406691212703,-46.66998067037748,Sao Paulo,SP
1403,-23.57034735804139,-46.65315099653755,Sao Paulo,SP
1404,-23.56994326977895,-46.657093704685806,Sao Paulo,SP
1405,-23.566964123780973,-46.65698270719597,Sao Paulo,SP
1406,-23.578803042183644,-46.676408212187646,Sao Paulo,SP
1407,-23.5784800999192,-46.67516750652087,Sao Paulo,SP
1408,-23.569535472935566,-46.66226482278265,Sao Paulo,SP
1409,-23.566544716631043,-46.66130053358531,Sao Paulo,SP
1410,-23.558595737434405,-46.65657075535223,Sao Paulo,SP
1411,-23.568546850380155,-46.66483313596545,Sao Paulo,SP
1412,-23.566386227306847,-46.66887273411619,Sao Paulo,SP
1413,-23.56051177269315,-46.66268231695427,Sao Paulo,SP
1414,-23.563688772693144,-46.66767281695426,Sao Paulo,SP
1415,-23.55266979739166,-46.65581891035259,Sao Paulo,SP
1416,-23.55951039494492,-46.66706390175425,Sao Paulo,SP
1417,-23.559649166253088,-46.66850968013156,Sao Paulo,SP
1418,-23.569730382064783,-46.64842697420432,Sao Paulo,SP
1419,-23.557767998615013,-46.662673347769605,Sao Paulo,SP
1420,-23.56851813765943,-46.65191532569683,Sao Paulo,SP
1421,-23.565358896474127,-46.65789022009349,Sao Paulo,SP
1422,-23.56128467332222,-46.664292578538905,Sao Paulo,SP
1423,-23.56925275298631,-46.656701816406006,Sao Paulo,SP
1424,-23.57167631440858,-46.65773606307719,Sao Paulo,SP
1425,-23.574092688874103,-46.65699379239997,Sao Paulo,SP
1426,-23.564418610883468,-46.66758200957928,Sao Paulo,SP
1427,-23.573515117952592,-46.66112293352187,Sao Paulo,SP
1428,-23.576461470165608,-46.65933149278663,Sao Paulo,SP
1429,-23.57732466333889,-46.66094126686476,Sao Paulo,SP
1430,-23.881629353829144,-46.643818799723405,Sao Paulo,SP
1431,-23.578166638380598,-46.66288281851213,Sao Paulo,SP
1432,-23.57539603413356,-46.66701360115995,Sao Paulo,SP
1433,-23.58188488758732,-46.66848679753589,Sao Paulo,SP
1434,-23.57791700859833,-46.66945260115993,Sao Paulo,SP
1435,-23.5796827260661,-46.67028460851754,Sao Paulo,SP
1436,-23.574139953084494,-46.66981939967676,Sao Paulo,SP
1437,-23.573064311125886,-46.6720207076,Sao Paulo,SP
1438,-23.57124598535904,-46.67138452488442,Sao Paulo,SP
1439,-23.566283267268798,-46.67340369415422,Sao Paulo,SP
1440,-23.566815250908828,-46.676311565352925,Sao Paulo,SP
1441,-23.575656697760916,-46.68951882930351,Sao Paulo,SP
1442,-23.57757001082004,-46.693132532892825,Sao Paulo,SP
1443,-23.56789075604473,-46.68256093865777,Sao Paulo,SP
1444,-23.605675658895493,-46.74544468220901,Sao Paulo,SP
1445,-23.573486912574293,-46.68703823397195,Sao Paulo,SP
1446,-23.57718182598529,-46.67957557868314,Sao Paulo,SP
1447,-23.572517679150597,-46.680710766460734,Sao Paulo,SP
1448,-23.58113513183105,-46.6831096655606,Sao Paulo,SP
1449,-23.578025940331205,-46.68092451012755,Sao Paulo,SP
1450,-23.575028405505154,-46.68587862753188,Sao Paulo,SP
1451,-23.583489065785624,-46.68508055092622,Sao Paulo,SP
1452,-23.581745036185115,-46.68398818807852,Sao Paulo,SP
1453,-23.583435663338896,-46.68646270038665,Sao Paulo,SP
1454,-23.582599229528547,-46.68734709409082,Sao Paulo,SP
1455,-23.580690704974277,-46.68751888037395,Sao Paulo,SP
1456,-23.578504155433038,-46.690118296987634,Sao Paulo,SP
1457,-23.57883550069249,-46.69092820399332,Sao Paulo,SP
1472,-23.57054369248079,-46.69129667943905,Sao Paulo,SP
1489,-23.57664998889148,-46.68740004775216,Sao Paulo,SP
1501,-23.5540295250112,-46.6356249749888,Sao Paulo,SP
1502,-23.55498324839867,-46.63569905288812,Sao Paulo,SP
1503,-23.559392946274585,-46.63768411445943,Sao Paulo,SP
1504,-23.56439088842405,-46.63936270234855,Sao Paulo,SP
1505,-23.555449445467108,-46.63284207799066,Sao Paulo,SP
1506,-23.56180273327946,-46.63479182904371,Sao Paulo,SP
1507,-23.558197452680457,-46.63164907507647,Sao Paulo,SP
1508,-23.56014607245072,-46.633346125858445,Sao Paulo,SP
1509,-23.56831081210683,-46.63482490619763,Sao Paulo,SP
1510,-23.55619865667379,-46.63344748251487,Sao Paulo,SP
1511,-23.563943696087478,-46.63251002164008,Sao Paulo,SP
1512,-23.553644898695826,-46.63261889578163,Sao Paulo,SP
1513,-23.556895554532897,-46.63100370483005,Sao Paulo,SP
1514,-23.55306435468261,-46.62768625580495,Sao Paulo,SP
1516,-23.56186010658429,-46.61272943923469,Sao Paulo,SP
1517,-23.560458066333894,-46.62482314071786,Sao Paulo,SP
1518,-23.558930444630374,-46.62292373757862,Sao Paulo,SP
1519,-23.560115542327875,-46.62946047683072,Sao Paulo,SP
1520,-23.559238666108847,-46.61831887996994,Sao Paulo,SP
1521,-23.560756921172626,-46.62318386802472,Sao Paulo,SP
1522,-23.55916467499565,-46.61546691825843,Sao Paulo,SP
1523,-23.56366379462169,-46.61929091188178,Sao Paulo,SP
1524,-23.56722896808813,-46.61541736011886,Sao Paulo,SP
1525,-23.567008903139214,-46.63752874701368,Sao Paulo,SP
1526,-23.56690212960936,-46.6300592031566,Sao Paulo,SP
1527,-23.563144561198005,-46.62658014155458,Sao Paulo,SP
1528,-23.56550964363205,-46.62822254232787,Sao Paulo,SP
1529,-23.5705612739339,-46.63850044255291,Sao Paulo,SP
1530,-23.586145389375964,-46.72796029067322,Sao Paulo,SP
1531,-23.57146741271852,-46.63249049125741,Sao Paulo,SP
1532,-23.57295766250217,-46.636304924923536,Sao Paulo,SP
1533,-23.57219854010617,-46.63913109824576,Sao Paulo,SP
1534,-23.56774373965611,-46.62621866362735,Sao Paulo,SP
1535,-23.577188804605008,-46.62646068402668,Sao Paulo,SP
1536,-23.56709014432454,-46.623143787119865,Sao Paulo,SP
1537,-23.57005730474925,-46.62221127211622,Sao Paulo,SP
1538,-23.580519987544346,-46.62462559469518,Sao Paulo,SP
1539,-23.573782561198005,-46.62058066708981,Sao Paulo,SP
1540,-23.56461420122337,-46.62049830030583,Sao Paulo,SP
1541,-23.568722298084143,-46.61880092397124,Sao Paulo,SP
1542,-23.57165819401,-46.62363857729815,Sao Paulo,SP
1543,-23.575755845951942,-46.62009625506377,Sao Paulo,SP
1544,-23.576922503462445,-46.622911919095145,Sao Paulo,SP
1545,-23.58156382070517,-46.61468334693288,Sao Paulo,SP
1546,-23.57922991840267,-46.6193170320561,Sao Paulo,SP
1547,-23.58202355453289,-46.62322245045877,Sao Paulo,SP
1548,-23.578346556754592,-46.614710870390624,Sao Paulo,SP
1549,-23.57732126894224,-46.61708484846209,Sao Paulo,SP
1550,-23.57203616319466,-46.61521226741304,Sao Paulo,SP
1551,-23.576649380518187,-46.61216232569684,Sao Paulo,SP
1552,-23.573835900917526,-46.61101337290079,Sao Paulo,SP
1553,-23.57430307573513,-46.60968254215087,Sao Paulo,SP
2009,-23.515799103830265,-46.64113909097136,Sao Paulo,SP
2010,-23.514929559813023,-46.62640583152521,Sao Paulo,SP
2011,-23.507180947544565,-46.62628243450282,Sao Paulo,SP
2012,-23.514706437774905,-46.63993079241135,Sao Paulo,SP
2013,-23.5030857485429,-46.63382294171621,Sao Paulo,SP
2016,-23.613113126839394,-46.50930754884874,Sao Paulo,SP
2017,-23.501381250870143,-46.639206505591815,Sao Paulo,SP
2018,-23.497118696635734,-46.62724678642738,Sao Paulo,SP
2019,-23.498262,-46.62855053996195,Sao Paulo,SP
2020,-23.499331575076454,-46.63225296003806,Sao Paulo,SP
2021,-23.499439994171624,-46.63380353274858,Sao Paulo,SP
2022,-23.50623786745398,-46.64043238758518,Sao Paulo,SP
2028,-23.50751845268047,-46.6174707485429,Sao Paulo,SP
2029,-23.510936587354013,-46.62008933890293,Sao Paulo,SP
2030,-23.504769581649203,-46.62470303231384,Sao Paulo,SP
2031,-23.51506899745697,-46.6253165150725,Sao Paulo,SP
2032,-23.51388404134693,-46.62397410837331,Sao Paulo,SP
2033,-23.50215379349651,-46.61688101249347,Sao Paulo,SP
2034,-23.50412273877685,-46.6246075311652,Sao Paulo,SP
2035,-23.500395,-46.62233251442673,Sao Paulo,SP
2036,-23.50210750375091,-46.62196127699232,Sao Paulo,SP
2037,-23.499986521784315,-46.618730413266775,Sao Paulo,SP
2038,-23.49857049347913,-46.6233534590571,Sao Paulo,SP
2039,-23.493005999999998,-46.61951400000001,Sao Paulo,SP
2040,-23.489022991949916,-46.62186690299499,Sao Paulo,SP
2041,-23.49010232139766,-46.61972998972821,Sao Paulo,SP
2042,-23.49863888926076,-46.61489058756995,Sao Paulo,SP
2043,-23.49533893377784,-46.61471125689937,Sao Paulo,SP
2044,-23.497631632812,-46.620223989035736,Sao Paulo,SP
2045,-23.494445350539568,-46.6169080335853,Sao Paulo,SP
2046,-23.492516857060444,-46.61088599639331,Sao Paulo,SP
2047,-23.51836389286744,-46.61420872522939,Sao Paulo,SP
2049,-23.5149758170985,-46.61611264542106,Sao Paulo,SP
2050,-23.517997459345565,-46.61261277560734,Sao Paulo,SP
2051,-23.51701664862372,-46.61128654316458,Sao Paulo,SP
2052,-23.513408622540236,-46.608064402850765,Sao Paulo,SP
2053,-23.510427444341925,-46.60117949988444,Sao Paulo,SP
2054,-23.51636255037796,-46.60569249861501,Sao Paulo,SP
2055,-23.5139061268394,-46.60458660421836,Sao Paulo,SP
2056,-23.512350341392963,-46.60599861893356,Sao Paulo,SP
2060,-23.51977197945644,-46.60160195184376,Sao Paulo,SP
2064,-23.519807581453097,-46.5960457342604,Sao Paulo,SP
2065,-23.50787005078198,-46.607308748398665,Sao Paulo,SP
2066,-23.508759080212357,-46.602973042876144,Sao Paulo,SP
2067,-23.505895624473467,-46.60638997293555,Sao Paulo,SP
2068,-23.512387421316856,-46.61108695115124,Sao Paulo,SP
2069,-23.506887635581972,-46.61434088051819,Sao Paulo,SP
2071,-23.506431956979625,-46.6011464141035,Sao Paulo,SP
2072,-23.501173243407013,-46.6117638157135,Sao Paulo,SP
2073,-23.50152583596861,-46.610071878988975,Sao Paulo,SP
2074,-23.509075809596663,-46.59346383582438,Sao Paulo,SP
2075,-23.50261723535693,-46.60170001333021,Sao Paulo,SP
2076,-23.50692178074323,-46.5989496135092,Sao Paulo,SP
2077,-23.501001111575956,-46.59626327601136,Sao Paulo,SP
2078,-23.502460609498485,-46.59374588980903,Sao Paulo,SP
2079,-23.50036682653355,-46.60264059824574,Sao Paulo,SP
2080,-23.49781772078598,-46.60657423175024,Sao Paulo,SP
2081,-23.49738360421836,-46.60489517638064,Sao Paulo,SP
2082,-23.494908374401355,-46.60892643796527,Sao Paulo,SP
2083,-23.49552085567545,-46.599274267557256,Sao Paulo,SP
2084,-23.49874623755856,-46.60014745045634,Sao Paulo,SP
2085,-23.4974436813723,-46.61260908702167,Sao Paulo,SP
2088,-23.50424025971884,-46.620742066583865,Sao Paulo,SP
2089,-23.51709448459233,-46.616673100755904,Sao Paulo,SP
2110,-23.52188843014645,-46.59374225679054,Sao Paulo,SP
2111,-23.51998923571709,-46.59381716597972,Sao Paulo,SP
2112,-23.521201529520383,-46.59336303388508,Sao Paulo,SP
2113,-23.51528796497884,-46.58734465236856,Sao Paulo,SP
2114,-23.522853341941214,-46.59177958367481,Sao Paulo,SP
2115,-23.526499508561297,-46.59188593503609,Sao Paulo,SP
2116,-23.522700069940573,-46.58754575881468,Sao Paulo,SP
2117,-23.52019456333894,-46.593538927981854,Sao Paulo,SP
2118,-23.51661167998731,-46.59476458159733,Sao Paulo,SP
2119,-23.513593871775623,-46.59299115736628,Sao Paulo,SP
2120,-23.510416629107844,-46.594217747359366,Sao Paulo,SP
2121,-23.51181353788448,-46.58921527477062,Sao Paulo,SP
2122,-23.513172191788303,-46.58263962184772,Sao Paulo,SP
2123,-23.510773697472448,-46.57804828074323,Sao Paulo,SP
2124,-23.50636475575626,-46.58066375575627,Sao Paulo,SP
2125,-23.511145452680463,-46.58541361809682,Sao Paulo,SP
2126,-23.508065168474776,-46.59138838703908,Sao Paulo,SP
2127,-23.509644401610014,-46.58591682722604,Sao Paulo,SP
2128,-23.50525432889948,-46.59452679837259,Sao Paulo,SP
2129,-23.50521569969416,-46.58945986733221,Sao Paulo,SP
2130,-23.508100938657773,-46.58282425353455,Sao Paulo,SP
2131,-23.50503276602805,-46.58238409686076,Sao Paulo,SP
2132,-23.50009274049282,-46.58154831196259,Sao Paulo,SP
2133,-23.500291464048765,-46.585615159039705,Sao Paulo,SP
2134,-23.500716537884472,-46.58971616264639,Sao Paulo,SP
2135,-23.498807971146547,-46.573631134485446,Sao Paulo,SP
2136,-23.4982544454671,-46.57847265889549,Sao Paulo,SP
2137,-23.50176923397196,-46.57187320760001,Sao Paulo,SP
2138,-23.49565160199666,-46.57582722508515,Sao Paulo,SP
2139,-23.494134939494487,-46.57343969969415,Sao Paulo,SP
2141,-23.489125655104345,-46.57563101727822,Sao Paulo,SP
2142,-23.5100047784509,-46.5757172250109,Sao Paulo,SP
2143,-23.50799229892086,-46.57521706910386,Sao Paulo,SP
2144,-23.505075172949205,-46.57083605675562,Sao Paulo,SP
2145,-23.50149553621103,-46.56529291326677,Sao Paulo,SP
2146,-23.50095702331352,-46.57088226395057,Sao Paulo,SP
2147,-23.49955674271452,-46.5652199639332,Sao Paulo,SP
2150,-23.495750203445063,-46.56850788842403,Sao Paulo,SP
2151,-23.497092219545223,-46.56903967415892,Sao Paulo,SP
2152,-23.49870704440534,-46.57269481167416,Sao Paulo,SP
2161,-23.491262189566605,-46.57078597807146,Sao Paulo,SP
2162,-23.491133813304568,-46.56468849501538,Sao Paulo,SP
2166,-23.52640908604073,-46.58297467055226,Sao Paulo,SP
2167,-23.522903946448046,-46.58180409758191,Sao Paulo,SP
2168,-23.52218624279628,-46.57970414962962,Sao Paulo,SP
2169,-23.848782525764516,-46.69670859299,Sao Paulo,SP
2170,-23.525379999999927,-46.576089999999965,Sao Paulo,SP
2174,-23.523572999999946,-46.57224499999995,Sao Paulo,SP
2175,-23.516718741284578,-46.57445726194335,Sao Paulo,SP
2176,-23.51226784347044,-46.5737047327312,Sao Paulo,SP
2177,-23.511506887875782,-46.56917911601936,Sao Paulo,SP
2178,-23.52152283679088,-46.57055325730651,Sao Paulo,SP
2179,-23.520153877315543,-46.56863248459232,Sao Paulo,SP
2180,-23.520644947544564,-46.56661152495831,Sao Paulo,SP
2181,-23.52093290536093,-46.56270976672054,Sao Paulo,SP
2185,-23.512283612268444,-46.56782303996194,Sao Paulo,SP
2186,-23.51335483236194,-46.56877347114656,Sao Paulo,SP
2187,-23.515125715794323,-46.56489950138496,Sao Paulo,SP
2188,-23.50826887898899,-46.57080302469851,Sao Paulo,SP
2189,-23.507675947544566,-46.56858302164007,Sao Paulo,SP
2190,-23.5099120335853,-46.56318688703905,Sao Paulo,SP
2201,-23.48564922814357,-46.59218589286744,Sao Paulo,SP
2202,-23.493375267725327,-46.59307327162756,Sao Paulo,SP
2203,-23.49192999194992,-46.59041653872119,Sao Paulo,SP
2204,-23.48782676741302,-46.59262300014423,Sao Paulo,SP
2205,-23.49047755536961,-46.59413039064575,Sao Paulo,SP
2206,-23.487076247013697,-46.589872683594,Sao Paulo,SP
2207,-23.48694990091752,-46.58770552761269,Sao Paulo,SP
2208,-23.48242539439665,-46.59563979225575,Sao Paulo,SP
2209,-23.485064826913263,-46.58236126674555,Sao Paulo,SP
2210,-23.48653952622772,-46.57926775506377,Sao Paulo,SP
2211,-23.49778913849616,-46.59544462101101,Sao Paulo,SP
2212,-23.494525155981307,-46.58841008381904,Sao Paulo,SP
2213,-23.49922484318197,-46.59302791173756,Sao Paulo,SP
2214,-23.49363686955392,-46.58577018151652,Sao Paulo,SP
